#Samples have International Generic Sample Numbers (IGSNs) registered with System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration). This file maps between leachate and solid char sample names and IGSNs. It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the metadata files and this file. Each leachate has a Parent_IGSN which is the IGSN registered for each solid char from which each leachate replicate was subsampled. ,,,,,,,,,,,
Sample_Name,IGSN,Parent_IGSN,Material,Sample_Description,Collection_Method,Size,Size_Unit,Collector_Chief_Scientist,Collection_Date,Current_Archive,Current_Archive_Contact
BSLE_0084A,IEPRS00SO,IEPRS007O,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram big sagebrush ponderosa pine; dry; living; burn table; complete combustion; high severity; 736.6  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0084B,IEPRS00SP,IEPRS007O,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram big sagebrush ponderosa pine; dry; living; burn table; complete combustion; high severity; 736.6  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0084C,IEPRS00SQ,IEPRS007O,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram big sagebrush ponderosa pine; dry; living; burn table; complete combustion; high severity; 736.6  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0085,IEPRS007P,N/A,Organic Material,douglas-fir ponderosa pine; wet; dead; burn table; complete combustion; moderate severity; 678.1 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0085A,IEPRS00SR,IEPRS007P,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir ponderosa pine; wet; dead; burn table; complete combustion; high severity; 678.1  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0085B,IEPRS00SS,IEPRS007P,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir ponderosa pine; wet; dead; burn table; complete combustion; high severity; 678.1  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0085C,IEPRS00ST,IEPRS007P,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram douglas-fir ponderosa pine; wet; dead; burn table; complete combustion; high severity; 678.1  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0086,IEPRS007Q,N/A,Organic Material,big sagebrush ponderosa pine; wet; living; burn table; complete combustion; high severity; 634.5 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0086A,IEPRS00SU,IEPRS007Q,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram big sagebrush ponderosa pine; wet; living; burn table; complete combustion; high severity; 634.5  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0086B,IEPRS00SV,IEPRS007Q,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram big sagebrush ponderosa pine; wet; living; burn table; complete combustion; high severity; 634.5  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0086C,IEPRS00SW,IEPRS007Q,Liquid>aqueous,This sample volume was leached in synthetic rainwater for 24 hours at 25 degC at 160 revolutions per minute (rpm) from 1 gram big sagebrush ponderosa pine; wet; living; burn table; complete combustion; high severity; 634.5  degC,Experimental Apparatus,40,milliliters,Samantha Grieger, 2022-07-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_0087,IEPRS007R,N/A,Organic Material,big sagebrush rough fescue; wet; living; burn table; complete combustion; moderate severity; 526.3 degC,Experimental Apparatus,-9999,N/A,Samantha Grieger, 2021-06-09,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank10,IEPRS00S3,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank11,IEPRS00S4,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-21,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank12,IEPRS00S5,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-04-04,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank13,IEPRS00S6,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-04-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank14,IEPRS00S7,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-05-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank15,IEPRS00S8,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-05-24,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank16,IEPRS00S9,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-05-31,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank17,IEPRS00SA,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-01,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank18,IEPRS00SB,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-02,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank19,IEPRS00SC,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-06,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank20,IEPRS00SD,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank21,IEPRS00SE,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-08,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank22,IEPRS00SF,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-13,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank23,IEPRS00SG,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-14,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank24,IEPRS00SH,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-06-15,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank25,IEPRS00SX,N/A,Liquid>aqueous,24-hour blank synthetic rainwater leachate  ,Experimental Apparatus,500,milliliters,Samantha Grieger, 2022-07-11,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank26,IEPRS00SY,N/A,Liquid>aqueous,24-hour blank synthetic rainwater leachate  ,Experimental Apparatus,500,milliliters,Samantha Grieger, 2022-07-12,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank7,IEPRS00S0,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-01-10,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank8,IEPRS00S1,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-01-17,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Blank9,IEPRS00S2,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2022-02-07,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Oct_Blank1,IEPRS001G,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2021-10-26,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Oct_Blank2,IEPRS001H,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2021-10-27,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Oct_Blank3,IEPRS001I,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2021-10-28,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Oct_Blank4,IEPRS001J,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2021-10-29,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Oct_Blank5,IEPRS001K,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2021-11-02,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_Oct_Blank6,IEPRS001L,N/A,Liquid>aqueous,24-hour leachate blank synthetic rainwater ,Experimental Apparatus,1000,milliliters,Samantha Grieger, 2021-11-03,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_pooled1,IEPRS001M,N/A,Liquid>aqueous,a mix of 20uL from BSLE samples 1-17; 51 pooled together,Experimental Apparatus,1.5,milliliters,Samantha Grieger, 2022-02-18,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_pooled2,IEPRS001N,N/A,Liquid>aqueous,a mix of 20uL from BSLE samples 1-17; 51 pooled together,Experimental Apparatus,1.5,milliliters,Samantha Grieger, 2022-02-18,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
BSLE_pooled3,IEPRS001O,N/A,Liquid>aqueous,a mix of 20uL from BSLE samples 1-17; 51 pooled together,Experimental Apparatus,1.5,milliliters,Samantha Grieger, 2022-02-18,Pacific Northwest National Laboratory Sequim Campus,Allison Myers-Pigg; allison.myers-pigg@pnnl.gov
